"Movie Name","DateTime","Date","Day","Time","Screen","Cinema Name"
"УБИЙ БИЛ: ЦЯЛАТА КЪРВАВА ИСТОРИЯ","2026-04-17T04:15:00","4/17/2026","Friday","4:15 PM","Зала 1","CineGrand - Park Center"
"ПРОЕКТЪТ „АВЕ МАРИЯ“","2026-04-17T07:15:00","4/17/2026","Friday","7:15 PM","Зала 5","CineGrand - Park Center"
"ЕЛИ И ЧУДОВИЩНИЯТ ОТБОР","2026-04-17T09:30:00","4/17/2026","Friday","9:30 AM","TSAR Зала 5","CineGrand - Sofia Ring Mall"
"КОКОЗАЙО И ТАЙНАТА НА МАРМОТА","2026-04-17T10:00:00","4/17/2026","Friday","10:00 AM","TSAR Зала 6","CineGrand - Sofia Ring Mall"
"КЪРПЕНА ГЛАВА","2026-04-17T10:00:00","4/17/2026","Friday","10:00 AM","Зала 9","CineGrand - Sofia Ring Mall"
"СУПЕР МАРИО ГАЛАКТИКА: ФИЛМЪТ 3D","2026-04-17T10:00:00","4/17/2026","Friday","10:00 AM","Зала 8","CineGrand - Sofia Ring Mall"
"ТАФИТИ: В СЪРЦЕТО НА ПУСТИНЯТА","2026-04-17T10:30:00","4/17/2026","Friday","10:30 AM","Зала 1","CineGrand - Sofia Ring Mall"
"ДРАМАТА","2026-04-17T10:50:00","4/17/2026","Friday","10:50 AM","Зала 4","CineGrand - Sofia Ring Mall"
"ХОПЪРИ 3D","2026-04-17T11:20:00","4/17/2026","Friday","11:20 AM","Зала 3","CineGrand - Sofia Ring Mall"
"ПРОЕКТЪТ „АВЕ МАРИЯ“","2026-04-17T11:45:00","4/17/2026","Friday","11:45 AM","TSAR Зала 5","CineGrand - Sofia Ring Mall"
"МУМИЯТА","2026-04-17T02:15:00","4/17/2026","Friday","2:15 PM","Зала 10","CineGrand - Sofia Ring Mall"
"БАЛКАНСКА СВАТБА","2026-04-17T02:20:00","4/17/2026","Friday","2:20 PM","Зала 9","CineGrand - Sofia Ring Mall"
"УБИЙ БИЛ: ЦЯЛАТА КЪРВАВА ИСТОРИЯ","2026-04-17T02:20:00","4/17/2026","Friday","2:20 PM","TSAR Зала 6","CineGrand - Sofia Ring Mall"
"ВАМПИРИТЕ ОТ НОРИЧ","2026-04-17T02:30:00","4/17/2026","Friday","2:30 PM","Зала 1","CineGrand - Sofia Ring Mall"
"ДОКАТО СМЪРТТА НИ РАЗДЕЛИ 2","2026-04-17T07:00:00","4/17/2026","Friday","7:00 PM","Зала 3","CineGrand - Sofia Ring Mall"
"БРУЛЕНИ ХЪЛМОВЕ","2026-04-17T09:15:00","4/17/2026","Friday","9:15 PM","Зала 8","CineGrand - Sofia Ring Mall"
"THE MORTUARY ASSISTANT: ФИЛМЪТ","2026-04-17T09:40:00","4/17/2026","Friday","9:40 PM","Зала 7","CineGrand - Sofia Ring Mall"
"БЕЗЛИКИТЕ: ГЛАВА ТРЕТА","2026-04-17T10:30:00","4/17/2026","Friday","10:30 PM","Зала 2","CineGrand - Sofia Ring Mall"
"Почивката 2","2026-04-17T01:15:00","4/17/2026","Friday","1:15 PM","Digital; LUXE","Kino Arena - The Mall"
"Охранителят","2026-04-17T08:20:00","4/17/2026","Friday","8:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Хопъри","2026-04-17T02:10:00","4/17/2026","Friday","2:10 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"The Mortuary Assistant: Филмът","2026-04-17T10:30:00","4/17/2026","Friday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Споменът за него","2026-04-17T08:40:00","4/17/2026","Friday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-17T03:30:00","4/17/2026","Friday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-17T06:30:00","4/17/2026","Friday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-17T09:30:00","4/17/2026","Friday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Докато смъртта ни раздели 2","2026-04-17T10:00:00","4/17/2026","Friday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Пакет вечност","2026-04-17T03:00:00","4/17/2026","Friday","3:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-17T01:40:00","4/17/2026","Friday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-17T03:50:00","4/17/2026","Friday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-17T05:50:00","4/17/2026","Friday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-17T02:40:00","4/17/2026","Friday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-17T04:50:00","4/17/2026","Friday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-17T04:30:00","4/17/2026","Friday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-17T06:50:00","4/17/2026","Friday","6:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-17T09:10:00","4/17/2026","Friday","9:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-17T03:20:00","4/17/2026","Friday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-17T06:10:00","4/17/2026","Friday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-17T07:50:00","4/17/2026","Friday","7:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-17T09:50:00","4/17/2026","Friday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-17T02:00:00","4/17/2026","Friday","2:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-17T04:00:00","4/17/2026","Friday","4:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-17T06:00:00","4/17/2026","Friday","6:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-17T08:00:00","4/17/2026","Friday","8:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-17T02:50:00","4/17/2026","Friday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-17T04:40:00","4/17/2026","Friday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-17T06:40:00","4/17/2026","Friday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T01:10:00","4/17/2026","Friday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T02:20:00","4/17/2026","Friday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T03:40:00","4/17/2026","Friday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T05:00:00","4/17/2026","Friday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T06:20:00","4/17/2026","Friday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T07:40:00","4/17/2026","Friday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T09:00:00","4/17/2026","Friday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-17T10:20:00","4/17/2026","Friday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Убий бил: Цялата кървава история","2026-04-17T07:00:00","4/17/2026","Friday","7:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-17T01:20:00","4/17/2026","Friday","1:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-17T05:30:00","4/17/2026","Friday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-17T07:30:00","4/17/2026","Friday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-17T09:40:00","4/17/2026","Friday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Зоотрополис 2","2026-04-17T01:50:00","4/17/2026","Friday","1:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Зоотрополис 2","2026-04-17T04:00:00","4/17/2026","Friday","4:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Почивката 2","2026-04-17T01:15:00","4/17/2026","Friday","1:15 PM","Digital; LUXE","Kino Arena - West Mall"
"Охранителят","2026-04-17T08:20:00","4/17/2026","Friday","8:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Брънч за начинаещи","2026-04-17T06:50:00","4/17/2026","Friday","6:50 PM","Digital; LUXE","Kino Arena - West Mall"
"Хопъри","2026-04-17T02:10:00","4/17/2026","Friday","2:10 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"The Mortuary Assistant: Филмът","2026-04-17T10:30:00","4/17/2026","Friday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Споменът за него","2026-04-17T08:40:00","4/17/2026","Friday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-17T03:30:00","4/17/2026","Friday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-17T06:30:00","4/17/2026","Friday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-17T09:30:00","4/17/2026","Friday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Докато смъртта ни раздели 2","2026-04-17T10:00:00","4/17/2026","Friday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-17T01:40:00","4/17/2026","Friday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-17T03:50:00","4/17/2026","Friday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-17T05:50:00","4/17/2026","Friday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-17T02:40:00","4/17/2026","Friday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-17T04:50:00","4/17/2026","Friday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-17T04:30:00","4/17/2026","Friday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-17T08:50:00","4/17/2026","Friday","8:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-17T03:20:00","4/17/2026","Friday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-17T06:10:00","4/17/2026","Friday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-17T07:50:00","4/17/2026","Friday","7:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-17T09:50:00","4/17/2026","Friday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-17T02:00:00","4/17/2026","Friday","2:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-17T04:10:00","4/17/2026","Friday","4:10 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-17T06:00:00","4/17/2026","Friday","6:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-17T08:00:00","4/17/2026","Friday","8:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-17T02:50:00","4/17/2026","Friday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-17T04:40:00","4/17/2026","Friday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-17T06:40:00","4/17/2026","Friday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T01:10:00","4/17/2026","Friday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T02:20:00","4/17/2026","Friday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T03:40:00","4/17/2026","Friday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T05:00:00","4/17/2026","Friday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T06:20:00","4/17/2026","Friday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T07:40:00","4/17/2026","Friday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T09:00:00","4/17/2026","Friday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-17T10:20:00","4/17/2026","Friday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Убий бил: Цялата кървава история","2026-04-17T07:00:00","4/17/2026","Friday","7:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-17T01:20:00","4/17/2026","Friday","1:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-17T05:30:00","4/17/2026","Friday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-17T07:30:00","4/17/2026","Friday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-17T09:40:00","4/17/2026","Friday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-18T11:00:00","4/18/2026","Saturday","11:00 AM","IMAX","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-18T11:00:00","4/18/2026","Saturday","11:00 AM","Зала7","Cinema City - Mall Of Sofia"
"Момчето делфин","2026-04-18T11:10:00","4/18/2026","Saturday","11:10 AM","Зала4","Cinema City - Mall Of Sofia"
"Ритъмът на джунглата","2026-04-18T11:15:00","4/18/2026","Saturday","11:15 AM","Зала12","Cinema City - Mall Of Sofia"
"Тафити - В сърцето на пустинята","2026-04-18T11:20:00","4/18/2026","Saturday","11:20 AM","Зала6","Cinema City - Mall Of Sofia"
"Кърпена глава","2026-04-18T11:30:00","4/18/2026","Saturday","11:30 AM","Зала9","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-18T11:40:00","4/18/2026","Saturday","11:40 AM","Зала10","Cinema City - Mall Of Sofia"
"Хопъри","2026-04-18T12:00:00","4/18/2026","Saturday","12:00 PM","Зала5","Cinema City - Mall Of Sofia"
"Зоотрополис 2","2026-04-18T12:20:00","4/18/2026","Saturday","12:20 PM","Зала11","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-18T12:30:00","4/18/2026","Saturday","12:30 PM","Зала2","Cinema City - Mall Of Sofia"
"Драмата","2026-04-18T12:30:00","4/18/2026","Saturday","12:30 PM","Зала8","Cinema City - Mall Of Sofia"
"BTS WORLD TOUR ‘ARIRANG’ IN JAPAN: LIVE","2026-04-18T12:45:00","4/18/2026","Saturday","12:45 PM","Зала3","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-18T12:50:00","4/18/2026","Saturday","12:50 PM","Зала1","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-18T01:00:00","4/18/2026","Saturday","1:00 PM","Зала7","Cinema City - Mall Of Sofia"
